movie,year,tmdb_link,tmdb_id,genres,normalized_title,family_id
Cape Fear,1962,https://www.themoviedb.org/movie/11349,11349,"Thriller, Drama, Crime",cape fear,FAM0260
Cape Fear,1991,https://www.themoviedb.org/movie/1598,1598,"Drama, Crime, Thriller",cape fear,FAM0260
Harakiri,1962,https://www.themoviedb.org/movie/14537,14537,"Action, Drama, History",harakiri,FAM0261
Hara-Kiri: Death of a Samurai,2011,https://www.themoviedb.org/movie/85836,85836,"Drama, History",hara kiri death of a samurai,FAM0261
The Manchurian Candidate,1962,https://www.themoviedb.org/movie/982,982,"Thriller, Drama",manchurian candidate,FAM0262
The Manchurian Candidate,2004,https://www.themoviedb.org/movie/14462,14462,"Drama, Thriller, Mystery",manchurian candidate,FAM0262
13 Assassins,1963,https://www.themoviedb.org/movie/52011,52011,"Adventure, Drama, Action",13 assassins,FAM0263
13 Assassins,2010,https://www.themoviedb.org/movie/58857,58857,"Adventure, Drama, Action",13 assassins,FAM0263
Charade,1963,https://www.themoviedb.org/movie/4808,4808,"Comedy, Mystery, Romance",charade,FAM0264
The Truth About Charlie,2002,https://www.themoviedb.org/movie/13440,13440,"Thriller, Mystery",truth about charlie,FAM0264
Flipper,1963,https://www.themoviedb.org/movie/19893,19893,"Adventure, Drama, Family",flipper,FAM0265
Flipper,1996,https://www.themoviedb.org/movie/36355,36355,"Adventure, Family",flipper,FAM0265
The Haunting,1963,https://www.themoviedb.org/movie/11772,11772,Horror,haunting,FAM0266
The Haunting,1999,https://www.themoviedb.org/movie/11618,11618,"Horror, Thriller, Fantasy, Mystery",haunting,FAM0266
The Incredible Journey,1963,https://www.themoviedb.org/movie/37969,37969,"Adventure, Family",incredible journey,FAM0267
Homeward Bound: The Incredible Journey,1993,https://www.themoviedb.org/movie/6878,6878,"Adventure, Comedy, Family",homeward bound the incredible journey,FAM0267
The Nutty Professor,1963,https://www.themoviedb.org/movie/18331,18331,"Comedy, Science Fiction, Romance",nutty professor,FAM0268
The Nutty Professor,1996,https://www.themoviedb.org/movie/9327,9327,"Fantasy, Comedy, Romance, Science Fiction",nutty professor,FAM0268
Two Thousand Maniacs!,1964,https://www.themoviedb.org/movie/28177,28177,Horror,two thousand maniacs,FAM0269
2001 Maniacs,2005,https://www.themoviedb.org/movie/10845,10845,"Horror, Comedy",2001 maniacs,FAM0269
Castle of Blood,1964,https://www.themoviedb.org/movie/28532,28532,Horror,castle of blood,FAM0270
Web of the Spider,1971,https://www.themoviedb.org/movie/49130,49130,Horror,web of the spider,FAM0270
36 Hours,1965,https://www.themoviedb.org/movie/37684,37684,"Drama, Thriller, War",36 hours,FAM0271
Breaking Point,1989,https://www.themoviedb.org/movie/585952,585952,"Mystery, Romance, Thriller, War, TV Movie",breaking point,FAM0271
The Flight of the Phoenix,1965,https://www.themoviedb.org/movie/10243,10243,"Adventure, Drama",flight of the phoenix,FAM0272
Flight of the Phoenix,2004,https://www.themoviedb.org/movie/11866,11866,"Action, Adventure, Drama",flight of the phoenix,FAM0272
I Saw What You Did,1965,https://www.themoviedb.org/movie/28295,28295,"Thriller, Horror, Crime",i saw what you did,FAM0273
I Saw What You Did,1988,https://www.themoviedb.org/movie/121518,121518,"Thriller, TV Movie",i saw what you did,FAM0273
That Darn Cat!,1965,https://www.themoviedb.org/movie/20723,20723,"Family, Crime, Comedy",that darn cat,FAM0274
That Darn Cat,1997,https://www.themoviedb.org/movie/20735,20735,"Family, Comedy",that darn cat,FAM0274
Alfie,1966,https://www.themoviedb.org/movie/15598,15598,"Comedy, Drama, Romance",alfie,FAM0275
Alfie,2004,https://www.themoviedb.org/movie/8849,8849,"Comedy, Drama, Romance",alfie,FAM0275
Fahrenheit 451,1966,https://www.themoviedb.org/movie/1714,1714,"Drama, Science Fiction",fahrenheit 451,FAM0276
Fahrenheit 451,2018,https://www.themoviedb.org/movie/401905,401905,"Drama, Science Fiction, Thriller",fahrenheit 451,FAM0276
Gambit,1966,https://www.themoviedb.org/movie/28270,28270,"Comedy, Crime",gambit,FAM0277
Gambit,2012,https://www.themoviedb.org/movie/97434,97434,"Comedy, Crime",gambit,FAM0277
Le Deuxième Souffle,1966,https://www.themoviedb.org/movie/25047,25047,"Action, Drama, Crime",le deuxi me souffle,FAM0278
The Second Wind,2007,https://www.themoviedb.org/movie/59918,59918,"Drama, Crime, Mystery, Thriller",second wind,FAM0278
Bedazzled,1967,https://www.themoviedb.org/movie/18209,18209,"Fantasy, Comedy, Romance",bedazzled,FAM0279
Bedazzled,2000,https://www.themoviedb.org/movie/1636,1636,"Fantasy, Comedy, Romance",bedazzled,FAM0279
Guess Who's Coming to Dinner,1967,https://www.themoviedb.org/movie/1879,1879,"Drama, Romance",guess who s coming to dinner,FAM0280
Guess Who,2005,https://www.themoviedb.org/movie/11638,11638,"Comedy, Romance",guess who,FAM0280
The Jungle Book,1967,https://www.themoviedb.org/movie/9325,9325,"Family, Animation, Adventure",jungle book,FAM0281
The Jungle Book,2016,https://www.themoviedb.org/movie/278927,278927,"Family, Adventure, Fantasy",jungle book,FAM0281
Oscar,1967,https://www.themoviedb.org/movie/2798,2798,Comedy,oscar,FAM0282
Oscar,1991,https://www.themoviedb.org/movie/11890,11890,Comedy,oscar,FAM0282
Point Blank,1967,https://www.themoviedb.org/movie/26039,26039,"Crime, Thriller, Drama",point blank,FAM0283
The Outfit,1973,https://www.themoviedb.org/movie/26762,26762,"Crime, Drama",outfit,FAM0283
The Plank,1967,https://www.themoviedb.org/movie/18879,18879,Comedy,plank,FAM0284
The Plank,1979,https://www.themoviedb.org/movie/120557,120557,Comedy,plank,FAM0284
Planet of the Apes,1968,https://www.themoviedb.org/movie/871,871,"Science Fiction, Adventure, Drama, Action",planet of the apes,FAM0285
Planet of the Apes,2001,https://www.themoviedb.org/movie/869,869,"Thriller, Science Fiction, Action, Adventure",planet of the apes,FAM0285
The Thomas Crown Affair,1968,https://www.themoviedb.org/movie/912,912,"Crime, Romance",thomas crown affair,FAM0286
The Thomas Crown Affair,1999,https://www.themoviedb.org/movie/913,913,"Drama, Crime, Romance",thomas crown affair,FAM0286
"Yours, Mine and Ours",1968,https://www.themoviedb.org/movie/27983,27983,Comedy,yours mine and ours,FAM0287
"Yours, Mine & Ours",2005,https://www.themoviedb.org/movie/13499,13499,"Comedy, Family, Romance",yours mine ours,FAM0287
The Computer Wore Tennis Shoes,1969,https://www.themoviedb.org/movie/29228,29228,"Comedy, Family, Drama",computer wore tennis shoes,FAM0288
The Computer Wore Tennis Shoes,1995,https://www.themoviedb.org/movie/177229,177229,"Science Fiction, Comedy, TV Movie",computer wore tennis shoes,FAM0288
The Italian Job,1969,https://www.themoviedb.org/movie/10536,10536,"Crime, Comedy, Thriller",italian job,FAM0289
The Italian Job,2003,https://www.themoviedb.org/movie/9654,9654,"Action, Crime",italian job,FAM0289
Mississippi Mermaid,1969,https://www.themoviedb.org/movie/1651,1651,"Romance, Drama, Crime, Thriller",mississippi mermaid,FAM0290
Original Sin,2001,https://www.themoviedb.org/movie/2057,2057,"Thriller, Drama, Mystery, Romance, History",original sin,FAM0290
True Grit,1969,https://www.themoviedb.org/movie/17529,17529,Western,true grit,FAM0291
True Grit,2010,https://www.themoviedb.org/movie/44264,44264,"Drama, Adventure, Western",true grit,FAM0291
And Soon the Darkness,1970,https://www.themoviedb.org/movie/51992,51992,"Mystery, Thriller, Crime",and soon the darkness,FAM0292
And Soon the Darkness,2010,https://www.themoviedb.org/movie/33107,33107,"Mystery, Thriller",and soon the darkness,FAM0292
The Things of Life,1970,https://www.themoviedb.org/movie/3423,3423,"Drama, Romance",things of life,FAM0293
Intersection,1994,https://www.themoviedb.org/movie/46717,46717,"Drama, Romance",intersection,FAM0293
The Out-of-Towners,1970,https://www.themoviedb.org/movie/20444,20444,Comedy,out of towners,FAM0294
The Out-of-Towners,1999,https://www.themoviedb.org/movie/8970,8970,"Comedy, Romance, Adventure",out of towners,FAM0294
The Wizard of Gore,1970,https://www.themoviedb.org/movie/23506,23506,Horror,wizard of gore,FAM0295
The Wizard of Gore,2007,https://www.themoviedb.org/movie/13903,13903,"Mystery, Horror",wizard of gore,FAM0295
Brian's Song,1971,https://www.themoviedb.org/movie/18047,18047,"Drama, TV Movie",brian s song,FAM0296
Brian's Song,2001,https://www.themoviedb.org/movie/18048,18048,"Action, Drama, TV Movie",brian s song,FAM0296
Willy Wonka & the Chocolate Factory,1971,https://www.themoviedb.org/movie/252,252,"Family, Fantasy, Comedy",willy wonka the chocolate factory,FAM0297
Charlie and the Chocolate Factory,2005,https://www.themoviedb.org/movie/118,118,"Adventure, Comedy, Family, Fantasy",charlie and the chocolate factory,FAM0297
Straw Dogs,1971,https://www.themoviedb.org/movie/994,994,"Thriller, Drama, Crime",straw dogs,FAM0298
Straw Dogs,2011,https://www.themoviedb.org/movie/64639,64639,"Drama, Thriller",straw dogs,FAM0298
Vanishing Point,1971,https://www.themoviedb.org/movie/11951,11951,"Action, Crime, Drama, Thriller",vanishing point,FAM0299
Vanishing Point,1997,https://www.themoviedb.org/movie/27312,27312,"Action, Adventure, Thriller, TV Movie",vanishing point,FAM0299
The Heartbreak Kid,1972,https://www.themoviedb.org/movie/40687,40687,"Romance, Comedy",heartbreak kid,FAM0300
The Heartbreak Kid,2007,https://www.themoviedb.org/movie/9038,9038,"Comedy, Romance",heartbreak kid,FAM0300
The Last House on the Left,1972,https://www.themoviedb.org/movie/15516,15516,"Horror, Crime",last house on the left,FAM0301
The Last House on the Left,2009,https://www.themoviedb.org/movie/18405,18405,"Crime, Thriller, Horror, Drama",last house on the left,FAM0301
The Tall Blond Man with One Black Shoe,1972,https://www.themoviedb.org/movie/12089,12089,"Comedy, Mystery",tall blond man with one black shoe,FAM0302
The Man with One Red Shoe,1985,https://www.themoviedb.org/movie/10905,10905,"Action, Comedy",man with one red shoe,FAM0302
The Mechanic,1972,https://www.themoviedb.org/movie/19403,19403,"Action, Thriller",mechanic,FAM0303
The Mechanic,2011,https://www.themoviedb.org/movie/27582,27582,"Action, Thriller, Crime",mechanic,FAM0303
L'emmerdeur,1973,https://www.themoviedb.org/movie/11670,11670,"Comedy, Drama",l emmerdeur,FAM0304
Buddy Buddy,1981,https://www.themoviedb.org/movie/36133,36133,"Comedy, Crime",buddy buddy,FAM0304
Charlotte's Web,1973,https://www.themoviedb.org/movie/15171,15171,"Family, Animation, Drama",charlotte s web,FAM0305
Charlotte's Web,2006,https://www.themoviedb.org/movie/9986,9986,"Comedy, Family, Fantasy",charlotte s web,FAM0305
The Crazies,1973,https://www.themoviedb.org/movie/29425,29425,"Science Fiction, Horror, Action",crazies,FAM0306
The Crazies,2010,https://www.themoviedb.org/movie/29427,29427,"Mystery, Horror, Action",crazies,FAM0306
The Day of the Jackal,1973,https://www.themoviedb.org/movie/4909,4909,"Action, Thriller",day of the jackal,FAM0307
The Jackal,1997,https://www.themoviedb.org/movie/4824,4824,"Action, Thriller, Adventure, Crime",jackal,FAM0307
La bonne année,1973,https://www.themoviedb.org/movie/76329,76329,"Comedy, Crime, Drama, Romance",la bonne ann e,FAM0308
Happy New Year,1987,https://www.themoviedb.org/movie/133781,133781,"Comedy, Crime, Romance",happy new year,FAM0308
Papillon,1973,https://www.themoviedb.org/movie/5924,5924,"Crime, Drama",papillon,FAM0309
Papillon,2017,https://www.themoviedb.org/movie/433498,433498,"Adventure, Crime, Drama",papillon,FAM0309
Sisters,1973,https://www.themoviedb.org/movie/22307,22307,"Thriller, Horror, Mystery",sisters,FAM0310
Sisters,2006,https://www.themoviedb.org/movie/52788,52788,"Mystery, Thriller, Horror",sisters,FAM0310
World on a Wire,1973,https://www.themoviedb.org/movie/394385,394385,Documentary,world on a wire,FAM0311
The Thirteenth Floor,1999,https://www.themoviedb.org/movie/1090,1090,"Thriller, Science Fiction, Mystery",thirteenth floor,FAM0311
Walking Tall,1973,https://www.themoviedb.org/movie/25473,25473,"Action, Crime, Drama",walking tall,FAM0312
Walking Tall,2004,https://www.themoviedb.org/movie/11358,11358,"Adventure, Drama, Action, Thriller",walking tall,FAM0312
The Wicker Man,1973,https://www.themoviedb.org/movie/16307,16307,Horror,wicker man,FAM0313
The Wicker Man,2006,https://www.themoviedb.org/movie/9708,9708,"Horror, Mystery, Thriller",wicker man,FAM0313
The Arena,1974,https://www.themoviedb.org/movie/29039,29039,"Action, Adventure",arena,FAM0314
The Arena,2001,https://www.themoviedb.org/movie/152437,152437,Action,arena,FAM0314
Blazing Saddles,1974,https://www.themoviedb.org/movie/11072,11072,"Western, Comedy",blazing saddles,FAM0315
Paws of Fury: The Legend of Hank,2022,https://www.themoviedb.org/movie/366672,366672,"Animation, Adventure, Comedy, Family",paws of fury the legend of hank,FAM0315
Death Wish,1974,https://www.themoviedb.org/movie/13939,13939,"Crime, Drama, Action",death wish,FAM0316
Death Wish,2018,https://www.themoviedb.org/movie/395990,395990,"Action, Crime, Thriller, Drama",death wish,FAM0316
The Gambler,1974,https://www.themoviedb.org/movie/44800,44800,"Drama, Crime",gambler,FAM0317
The Gambler,2014,https://www.themoviedb.org/movie/284536,284536,"Thriller, Crime, Drama",gambler,FAM0317
Gone in 60 Seconds,1974,https://www.themoviedb.org/movie/16246,16246,"Action, Crime, Thriller, Drama",gone in 60 seconds,FAM0318
Gone in 60 Seconds,2000,https://www.themoviedb.org/movie/9679,9679,"Action, Crime, Thriller",gone in 60 seconds,FAM0318
It's Alive,1974,https://www.themoviedb.org/movie/28153,28153,"Horror, Science Fiction",it s alive,FAM0319
It's Alive,2009,https://www.themoviedb.org/movie/23174,23174,"Horror, Science Fiction",it s alive,FAM0319
Profumo di donna,1974,https://www.themoviedb.org/movie/47848,47848,"Comedy, Drama",profumo di donna,FAM0320
Scent of a Woman,1992,https://www.themoviedb.org/movie/9475,9475,Drama,scent of a woman,FAM0320
Swept Away,1974,https://www.themoviedb.org/movie/37916,37916,"Comedy, Drama, Romance",swept away,FAM0321
Swept Away,2002,https://www.themoviedb.org/movie/12779,12779,"Comedy, Romance",swept away,FAM0321
The Texas Chain Saw Massacre,1974,https://www.themoviedb.org/movie/30497,30497,Horror,texas chain saw massacre,FAM0322
The Texas Chainsaw Massacre,2003,https://www.themoviedb.org/movie/9373,9373,Horror,texas chainsaw massacre,FAM0322
Cousin Cousine,1975,https://www.themoviedb.org/movie/5618,5618,"Comedy, Romance",cousin cousine,FAM0323
Cousins,1989,https://www.themoviedb.org/movie/31674,31674,"Comedy, Romance",cousins,FAM0323
The Land That Time Forgot,1975,https://www.themoviedb.org/movie/27085,27085,"Science Fiction, Action, Adventure",land that time forgot,FAM0324
The Land That Time Forgot,2009,https://www.themoviedb.org/movie/21260,21260,"Action, Fantasy, Science Fiction, Adventure",land that time forgot,FAM0324
Rollerball,1975,https://www.themoviedb.org/movie/11484,11484,"Science Fiction, Action",rollerball,FAM0325
Rollerball,2002,https://www.themoviedb.org/movie/11535,11535,"Action, Science Fiction, Thriller",rollerball,FAM0325
Assault on Precinct 13,1976,https://www.themoviedb.org/movie/17814,17814,"Thriller, Action, Crime",assault on precinct 13,FAM0326
Assault on Precinct 13,2005,https://www.themoviedb.org/movie/8978,8978,"Thriller, Action, Adventure, Crime",assault on precinct 13,FAM0326
The Bad News Bears,1976,https://www.themoviedb.org/movie/23479,23479,"Family, Comedy",bad news bears,FAM0327
Bad News Bears,2005,https://www.themoviedb.org/movie/13341,13341,Comedy,bad news bears,FAM0327
Dona Flor and Her Two Husbands,1976,https://www.themoviedb.org/movie/42234,42234,"Comedy, Drama, Fantasy, Romance",dona flor and her two husbands,FAM0328
Kiss Me Goodbye,1982,https://www.themoviedb.org/movie/81001,81001,"Comedy, Fantasy, Romance",kiss me goodbye,FAM0328
Freaky Friday,1976,https://www.themoviedb.org/movie/16084,16084,"Fantasy, Comedy, Family",freaky friday,FAM0329
Freaky Friday,2003,https://www.themoviedb.org/movie/10330,10330,"Family, Fantasy, Drama, Comedy",freaky friday,FAM0329
Le Jouet,1976,https://www.themoviedb.org/movie/56648,56648,"Comedy, Drama",le jouet,FAM0330
The Toy,1982,https://www.themoviedb.org/movie/23805,23805,"Comedy, Family",toy,FAM0330
The Omen,1976,https://www.themoviedb.org/movie/794,794,"Horror, Thriller",omen,FAM0331
The Omen,2006,https://www.themoviedb.org/movie/806,806,"Horror, Mystery, Thriller",omen,FAM0331
Pardon Mon Affaire,1976,https://www.themoviedb.org/movie/2459,2459,"Comedy, Romance",pardon mon affaire,FAM0332
The Woman in Red,1984,https://www.themoviedb.org/movie/5968,5968,"Comedy, Romance",woman in red,FAM0332
Storm Boy,1976,https://www.themoviedb.org/movie/14302,14302,"Drama, Family",storm boy,FAM0333
Storm Boy,2019,https://www.themoviedb.org/movie/505953,505953,"Drama, Adventure, Family",storm boy,FAM0333
Death Game,1977,https://www.themoviedb.org/movie/86743,86743,"Thriller, Horror",death game,FAM0334
Knock Knock,2015,https://www.themoviedb.org/movie/263472,263472,"Horror, Thriller",knock knock,FAM0334
Fun with Dick and Jane,1977,https://www.themoviedb.org/movie/24109,24109,"Comedy, Crime",fun with dick and jane,FAM0335
Fun with Dick and Jane,2005,https://www.themoviedb.org/movie/7552,7552,"Comedy, Crime",fun with dick and jane,FAM0335
The Goodbye Girl,1977,https://www.themoviedb.org/movie/14741,14741,"Comedy, Drama, Romance",goodbye girl,FAM0336
The Goodbye Girl,2004,https://www.themoviedb.org/movie/66722,66722,"Comedy, Romance, TV Movie",goodbye girl,FAM0336
The Hills Have Eyes,1977,https://www.themoviedb.org/movie/12262,12262,Horror,hills have eyes,FAM0337
The Hills Have Eyes,2006,https://www.themoviedb.org/movie/9792,9792,"Horror, Thriller",hills have eyes,FAM0337
The Man Who Loved Women,1977,https://www.themoviedb.org/movie/1421,1421,"Drama, Comedy, Romance",man who loved women,FAM0338
The Man Who Loved Women,1983,https://www.themoviedb.org/movie/69928,69928,"Comedy, Drama, Romance",man who loved women,FAM0338
Pete's Dragon,1977,https://www.themoviedb.org/movie/11114,11114,"Fantasy, Animation, Comedy, Family",pete s dragon,FAM0339
Pete's Dragon,2016,https://www.themoviedb.org/movie/294272,294272,"Adventure, Family, Fantasy",pete s dragon,FAM0339
Suspiria,1977,https://www.themoviedb.org/movie/11906,11906,Horror,suspiria,FAM0340
Suspiria,2018,https://www.themoviedb.org/movie/361292,361292,"Horror, Mystery, Drama",suspiria,FAM0340
The Yellow Handkerchief,1977,https://www.themoviedb.org/movie/22557,22557,"Comedy, Drama",yellow handkerchief,FAM0341
The Yellow Handkerchief,2008,https://www.themoviedb.org/movie/22556,22556,"Drama, Romance",yellow handkerchief,FAM0341
The 39 Steps,1978,https://www.themoviedb.org/movie/60287,60287,"Mystery, Thriller",39 steps,FAM0342
The 39 Steps,2008,https://www.themoviedb.org/movie/16877,16877,"Thriller, Mystery, Adventure, TV Movie",39 steps,FAM0342
Fingers,1978,https://www.themoviedb.org/movie/63435,63435,"Drama, Action, Thriller, Crime",fingers,FAM0343
The Beat That My Heart Skipped,2005,https://www.themoviedb.org/movie/1553,1553,"Drama, Crime",beat that my heart skipped,FAM0343
La Cage aux Folles,1978,https://www.themoviedb.org/movie/4484,4484,Comedy,la cage aux folles,FAM0344
The Birdcage,1996,https://www.themoviedb.org/movie/11000,11000,Comedy,birdcage,FAM0344
Dawn of the Dead,1978,https://www.themoviedb.org/movie/923,923,"Horror, Science Fiction",dawn of the dead,FAM0345
Dawn of the Dead,2004,https://www.themoviedb.org/movie/924,924,"Horror, Action",dawn of the dead,FAM0345
Halloween,1978,https://www.themoviedb.org/movie/948,948,"Horror, Thriller",halloween,FAM0346
Halloween,2007,https://www.themoviedb.org/movie/2082,2082,Horror,halloween,FAM0346
I Spit on Your Grave,1978,https://www.themoviedb.org/movie/25239,25239,"Horror, Thriller",i spit on your grave,FAM0347
I Spit on Your Grave,2010,https://www.themoviedb.org/movie/43947,43947,"Thriller, Crime, Horror",i spit on your grave,FAM0347
Ice Castles,1978,https://www.themoviedb.org/movie/50541,50541,"Drama, Romance",ice castles,FAM0348
Ice Castles,2010,https://www.themoviedb.org/movie/33570,33570,Drama,ice castles,FAM0348
The Toolbox Murders,1978,https://www.themoviedb.org/movie/27495,27495,"Horror, Mystery, Thriller",toolbox murders,FAM0349
Toolbox Murders,2004,https://www.themoviedb.org/movie/16764,16764,"Horror, Mystery",toolbox murders,FAM0349
The Amityville Horror,1979,https://www.themoviedb.org/movie/11449,11449,Horror,amityville horror,FAM0350
The Amityville Horror,2005,https://www.themoviedb.org/movie/10065,10065,Horror,amityville horror,FAM0350
Going in Style,1979,https://www.themoviedb.org/movie/65066,65066,"Crime, Drama, Comedy",going in style,FAM0351
Going in Style,2017,https://www.themoviedb.org/movie/353070,353070,"Crime, Comedy",going in style,FAM0351
The In-Laws,1979,https://www.themoviedb.org/movie/19827,19827,"Action, Adventure, Comedy, Mystery",in laws,FAM0352
The In-Laws,2003,https://www.themoviedb.org/movie/5146,5146,"Action, Comedy",in laws,FAM0352
Maula Jatt,1979,https://www.themoviedb.org/movie/170078,170078,"Drama, Action",maula jatt,FAM0353
Jeene Nahi Doonga,1984,https://www.themoviedb.org/movie/309146,309146,"Action, Drama",jeene nahi doonga,FAM0353
When a Stranger Calls,1979,https://www.themoviedb.org/movie/45964,45964,"Horror, Thriller",when a stranger calls,FAM0354
When a Stranger Calls,2006,https://www.themoviedb.org/movie/10053,10053,"Horror, Mystery",when a stranger calls,FAM0354
Antropophagus,1980,https://www.themoviedb.org/movie/5424,5424,Horror,antropophagus,FAM0355
Anthropophagous 2000,1999,https://www.themoviedb.org/movie/67382,67382,"Horror, Crime, Thriller",anthropophagous 2000,FAM0355
Diversion,1980,https://www.themoviedb.org/movie/253402,253402,Comedy,diversion,FAM0356
Fatal Attraction,1987,https://www.themoviedb.org/movie/10998,10998,"Thriller, Drama, Romance",fatal attraction,FAM0356
Fame,1980,https://www.themoviedb.org/movie/3537,3537,"Drama, Music",fame,FAM0357
Fame,2009,https://www.themoviedb.org/movie/28665,28665,"Music, Comedy, Drama, Romance",fame,FAM0357
The Fog,1980,https://www.themoviedb.org/movie/790,790,Horror,fog,FAM0358
The Fog,2005,https://www.themoviedb.org/movie/791,791,"Horror, Mystery",fog,FAM0358
Gloria,1980,https://www.themoviedb.org/movie/10889,10889,"Crime, Drama, Thriller",gloria,FAM0359
Gloria,1999,https://www.themoviedb.org/movie/45712,45712,"Drama, Crime, Thriller",gloria,FAM0359
Mother's Day,1980,https://www.themoviedb.org/movie/14929,14929,"Action, Horror, Comedy",mother s day,FAM0360
Mother's Day,2010,https://www.themoviedb.org/movie/101669,101669,"Crime, Horror, Thriller",mother s day,FAM0360
Prom Night,1980,https://www.themoviedb.org/movie/36599,36599,"Horror, Mystery, Thriller",prom night,FAM0361
Prom Night,2008,https://www.themoviedb.org/movie/8617,8617,"Horror, Drama, Mystery",prom night,FAM0361
Arthur,1981,https://www.themoviedb.org/movie/13665,13665,"Comedy, Drama, Romance",arthur,FAM0362
Arthur,2011,https://www.themoviedb.org/movie/49012,49012,"Comedy, Romance",arthur,FAM0362
Clash of the Titans,1981,https://www.themoviedb.org/movie/10323,10323,"Adventure, Fantasy, Action",clash of the titans,FAM0363
Clash of the Titans,2010,https://www.themoviedb.org/movie/18823,18823,"Adventure, Fantasy, Action",clash of the titans,FAM0363
Garde à Vue,1981,https://www.themoviedb.org/movie/5062,5062,"Crime, Drama, Thriller",garde vue,FAM0364
Under Suspicion,2000,https://www.themoviedb.org/movie/10562,10562,"Thriller, Crime, Drama",under suspicion,FAM0364
My Bloody Valentine,1981,https://www.themoviedb.org/movie/39874,39874,"Horror, Thriller",my bloody valentine,FAM0365
My Bloody Valentine 3D,2009,https://www.themoviedb.org/movie/14435,14435,"Horror, Thriller",my bloody valentine 3d,FAM0365
Annie,1982,https://www.themoviedb.org/movie/15739,15739,"Comedy, Drama, Family",annie,FAM0366
Annie,2014,https://www.themoviedb.org/movie/196867,196867,"Comedy, Drama, Family",annie,FAM0366
Arth,1982,https://www.themoviedb.org/movie/96156,96156,Documentary,arth,FAM0367
Arth - The Destination,2017,https://www.themoviedb.org/movie/500144,500144,"Drama, Music, Romance",arth the destination,FAM0367
Le Père Noël est une ordure,1982,https://www.themoviedb.org/movie/14645,14645,Comedy,le p re no l est une ordure,FAM0368
Mixed Nuts,1994,https://www.themoviedb.org/movie/24070,24070,"Comedy, Drama, Romance",mixed nuts,FAM0368
Poltergeist,1982,https://www.themoviedb.org/movie/609,609,Horror,poltergeist,FAM0369
Poltergeist,2015,https://www.themoviedb.org/movie/243688,243688,Horror,poltergeist,FAM0369
Les Compères,1983,https://www.themoviedb.org/movie/10484,10484,Comedy,les comp res,FAM0370
Fathers' Day,1997,https://www.themoviedb.org/movie/12499,12499,"Comedy, Family",fathers day,FAM0370
The House on Sorority Row,1983,https://www.themoviedb.org/movie/40229,40229,"Horror, Mystery, Thriller",house on sorority row,FAM0371
Sorority Row,2009,https://www.themoviedb.org/movie/26688,26688,"Horror, Mystery",sorority row,FAM0371
Valley Girl,1983,https://www.themoviedb.org/movie/19053,19053,"Comedy, Romance",valley girl,FAM0372
Valley Girl,2020,https://www.themoviedb.org/movie/482273,482273,"Comedy, Romance, Music",valley girl,FAM0372
Footloose,1984,https://www.themoviedb.org/movie/1788,1788,"Drama, Romance",footloose,FAM0373
Footloose,2011,https://www.themoviedb.org/movie/68817,68817,"Drama, Music, Romance",footloose,FAM0373
Frankenweenie,1984,https://www.themoviedb.org/movie/33914,33914,"Horror, Family, Science Fiction, Comedy",frankenweenie,FAM0374
Frankenweenie,2012,https://www.themoviedb.org/movie/62214,62214,"Animation, Comedy, Family",frankenweenie,FAM0374
The Karate Kid,1984,https://www.themoviedb.org/movie/1885,1885,"Action, Drama",karate kid,FAM0375
The Karate Kid,2010,https://www.themoviedb.org/movie/38575,38575,"Action, Adventure, Drama, Family",karate kid,FAM0375
Le jumeau,1984,https://www.themoviedb.org/movie/39978,39978,Comedy,le jumeau,FAM0376
Two Much,1996,https://www.themoviedb.org/movie/46029,46029,"Comedy, Romance",two much,FAM0376
A Nightmare on Elm Street,1984,https://www.themoviedb.org/movie/377,377,Horror,nightmare on elm street,FAM0377
A Nightmare on Elm Street,2010,https://www.themoviedb.org/movie/23437,23437,"Horror, Mystery, Thriller",nightmare on elm street,FAM0377
Red Dawn,1984,https://www.themoviedb.org/movie/1880,1880,"Action, Thriller, War, Drama",red dawn,FAM0378
Red Dawn,2012,https://www.themoviedb.org/movie/60747,60747,"Action, Thriller",red dawn,FAM0378
Fright Night,1985,https://www.themoviedb.org/movie/11797,11797,"Comedy, Horror",fright night,FAM0379
Fright Night,2011,https://www.themoviedb.org/movie/58151,58151,"Horror, Comedy",fright night,FAM0379
April Fool's Day,1986,https://www.themoviedb.org/movie/24913,24913,"Horror, Mystery",april fool s day,FAM0380
April Fool's Day,2008,https://www.themoviedb.org/movie/26233,26233,Horror,april fool s day,FAM0380
Heat,1986,https://www.themoviedb.org/movie/42023,42023,"Action, Thriller",heat,FAM0381
Wild Card,2015,https://www.themoviedb.org/movie/265208,265208,"Thriller, Crime, Action",wild card,FAM0381
The Hitcher,1986,https://www.themoviedb.org/movie/9542,9542,"Horror, Action, Thriller",hitcher,FAM0382
The Hitcher,2007,https://www.themoviedb.org/movie/8398,8398,"Crime, Horror, Thriller",hitcher,FAM0382
Les Fugitifs,1986,https://www.themoviedb.org/movie/30163,30163,Comedy,les fugitifs,FAM0383
Three Fugitives,1989,https://www.themoviedb.org/movie/31608,31608,"Comedy, Crime",three fugitives,FAM0383
Witchboard,1986,https://www.themoviedb.org/movie/17994,17994,"Horror, Mystery, Thriller",witchboard,FAM0384
Witchboard,2024,https://www.themoviedb.org/movie/1107325,1107325,Horror,witchboard,FAM0384
